"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=cetacea"
"Access Time","Fri 2017-02-03 02:22:27 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","cetacea"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.195"
"Records Found","4217"
"Records Returned","4217"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"481528","occ","","","48093","Hoplocetus crassidens","species","64696","","Hoplocetus crassidens","species","64696","Gelasian","","2.588","1.806","12874"
"481529","occ","","","48093","Hoplocetus borgerhoutensis","species","69222","","Hoplocetus borgerhoutensis","species","69222","Gelasian","","2.588","1.806","12874"
"481530","occ","","","48093","Hoplocetus curvidens ?","species","69223","","Hoplocetus curvidens","species","69223","Gelasian","","2.588","1.806","12874"
"481531","occ","","","48093","Hyperoodon sp.","genus","63591","","Hyperoodon","genus","63591","Gelasian","","2.588","1.806","12874"
"481532","occ","","","48093","Choneziphius planirostris","species","63618","","Choneziphius planirostris","species","67993","Gelasian","","2.588","1.806","12874"
"481533","occ","","","48093","Choneziphius planus","species","64850","subjective synonym of","Choneziphius planirostris","species","67993","Gelasian","","2.588","1.806","12874"
"481534","occ","","","48093","Choneziphius n. sp. packardi","species","66124","subjective synonym of","Choneziphius planirostris","species","67993","Gelasian","","2.588","1.806","13661"
"481535","occ","","","48093","Mesoplodon longirostris","species","64853","","Mesoplodon longirostris","species","64852","Gelasian","","2.588","1.806","12874"
"481537","occ","","","48093","Mesoplodon angustus","species","69820","subjective synonym of","Mesoplodon longirostris","species","64852","Gelasian","","2.588","1.806","12874"
"481538","occ","","","48093","Mesoplodon angulatus","species","69819","subjective synonym of","Mesoplodon longirostris","species","64852","Gelasian","","2.588","1.806","12874"
"481539","occ","","","48093","Mesoplodon compressus","species","69814","recombined as","Belemnoziphius compressus","species","64702","Gelasian","","2.588","1.806","12874"
"481540","occ","","","48093","Mesoplodon n. sp. floweri","species","69831","subjective synonym of","Mesoplodon layardii","species","82034","Gelasian","","2.588","1.806","12874"
"481542","occ","","","48093","Orca citoniensis","species","67992","recombined as","Orcinus citoniensis","species","67992","Gelasian","","2.588","1.806","12874"
"481543","occ","","","48093","Globicephalus uncidens","species","69783","recombined as","Globicephala uncidens","species","89208","Gelasian","","2.588","1.806","12874"
"481544","occ","","","48094","Mesoplodon tumidirostris","species","64854","","Mesoplodon tumidirostris","species","64854","Zanclean","","5.333","3.6","12875"
"481545","occ","","","48095","Cetotheriidae indet.","family","42973","","Cetotheriidae","family","66751","Burdigalian","","20.44","15.97","12876"
"481546","occ","23313","","43063","Platanistoidea indet.","superfamily","53258","","Platanistoidea","superfamily","53258","Early Miocene","","23.03","15.97","33268"
"481548","occ","","","47623","Pachyodon n. sp. catulli","species","63725","recombined as","Squalodon catulli","species","63725","Aquitanian","","23.03","20.44","17181"
"481550","occ","","","47623","Squalodon bariensis","species","53157","","Squalodon bariensis","species","63727","Aquitanian","","23.03","20.44","12220"
"481552","occ","","","47623","n. gen. Squalodelphis n. sp. fabianii","species","64078","","Squalodelphis fabianii","species","64078","Aquitanian","","23.03","20.44","12440"
"481553","occ","","","47623","Scaldicetus n. sp. bellunensis","species","68696","","Scaldicetus bellunensis","species","68696","Aquitanian","","23.03","20.44","12880"
"481554","occ","","","47623","Eurhinodelphis n. sp. sigmoideus","species","67740","recombined as","Ziphiodelphis sigmoideus","species","67740","Aquitanian","","23.03","20.44","12880"
"481555","occ","","","47623","Eurhinodelphis n. sp. bellunensis","species","67736","recombined as","Mycteriacetus bellunensis","species","67736","Aquitanian","","23.03","20.44","12880"
"481556","occ","","","47623","Schizodelphis n. sp. brachycephalus","species","63692","subjective synonym of","Eoplatanista italica","species","63691","Aquitanian","","23.03","20.44","12880"
"481557","occ","","","47623","Cyrtodelphis n. sp. gresalensis","species","63693","recombined as","Eoplatanista gresalensis","species","63693","Aquitanian","","23.03","20.44","12586"
"485995","occ","","","48623","Cetacea indet.","order","36652","","Cetacea","order","36652","Early Miocene","","23.03","15.97","12972"
"486142","occ","","","48642","Squalodon cf. ehrlichii","species","68320","recombined as","Patriocetus ehrlichii","species","68320","Burdigalian","","20.44","15.97","12979"
"486149","occ","","","48645","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Pliocene","","5.333","2.588","12981"
"486150","occ","","","48645","Mesoplodon medilineatus","species","69823","nomen dubium","Mesoplodon","genus","36763","Pliocene","","5.333","2.588","12981"
"486151","occ","","","48645","Mesoplodon meneghinii","species","69827","nomen dubium","Mesoplodon","genus","36763","Pliocene","","5.333","2.588","12981"
"486152","occ","","","48645","Tursiops brocchii","species","70680","","Tursiops brocchii","species","87357","Pliocene","","5.333","2.588","12981"
"486153","occ","","","48646","Steno bellardii","species","66754","subjective synonym of","Etruridelphis giulii","species","63824","Piacenzian","Gelasian","3.6","1.806","12981"
"486164","occ","20142","","46087","Mesoplodon longirostris","species","64853","","Mesoplodon longirostris","species","64852","Pliocene","","5.333","2.588","11911"
"486166","occ","","","48652","Dioplodon n. sp. lawley","species","68002","nomen dubium","Mesoplodon","genus","36763","Piacenzian","","3.6","2.588","14622"
"486167","occ","","","48652","Dioplodon n. sp. danconae","species","68004","nomen dubium","Mesoplodon","genus","36763","Piacenzian","","3.6","2.588","26035"
"486168","occ","","","48653","Hoplocetus n. sp. perpinguis","species","65070","recombined as","Scaldicetus perpinguis","species","65070","Burdigalian","","20.44","15.97","12981"
"486169","occ","","","48654","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Pliocene","","5.333","2.588","12981"
"486170","occ","","","48655","Tursiops n. sp. osennae","species","63829","","Tursiops osennae","species","63829","Calabrian","","1.806","0.781","14644"
"486171","occ","","","48656","Scaldicetus n. sp. inflatus","species","65071","","Scaldicetus inflatus","species","65071","Serravallian","","13.82","11.62","12984"
"486172","occ","","","48656","Scaldicetus grandis","species","64646","","Scaldicetus grandis","species","64626","Serravallian","","13.82","11.62","12984"
"486173","occ","","","48656","Scaldicetus n. sp. crispus","species","65072","nomen nudum","Scaldicetus","genus","36900","Serravallian","","13.82","11.62","12984"
"486174","occ","","","48656","Schizodelphis sulcatus","species","63690","","Schizodelphis sulcatus","species","63687","Serravallian","","13.82","11.62","13196"
"486175","occ","","","48656","cf. Delphinus uncidens","species","295056","recombined as","Globicephala uncidens","species","89208","Serravallian","","13.82","11.62","12984"
"486176","occ","","","48656","Tursiops cf. miocaenus","species","69075","nomen dubium","Delphinidae","family","42953","Serravallian","","13.82","11.62","12984"
"486177","occ","12342","","48656","n. gen. Miokogia elongatus","species","64553","nomen dubium","Odontoceti","suborder","42937","Serravallian","","13.82","11.62","12747"
"486178","occ","","","48656","Squalodon n. sp. imperator","species","65073","","Squalodon imperator","species","65073","Serravallian","","13.82","11.62","12984"
"486179","occ","","","48656","Squalodon bellunensis","species","90650","","Squalodon bellunensis","species","90633","Serravallian","","13.82","11.62","12984"
"486180","occ","","","48656","Neosqualodon gastaldii","species","68326","","Neosqualodon gastaldii","species","68324","Serravallian","","13.82","11.62","12984"
"486183","occ","","","48656","Eurhinodelphinidae indet.","family","53264","","Eurhinodelphinidae","family","63595","Serravallian","","13.82","11.62","12984"
"486184","occ","","","48657","Eurhinodelphis cristatus","species","67734","recombined as","Xiphiacetus cristatus","species","64644","Burdigalian","Messinian","20.44","5.333","12986"
"486185","occ","","","48657","Eurhinodelphis sp.","genus","36717","","Eurhinodelphis","genus","36717","Burdigalian","Messinian","20.44","5.333","12986"
"486186","occ","","","48657","Schizodelphis sp.","genus","36848","","Schizodelphis","genus","36848","Burdigalian","Messinian","20.44","5.333","12986"
"486187","occ","","","48657","Squalodon sp.","genus","36852","","Squalodon","genus","36852","Burdigalian","Messinian","20.44","5.333","12986"
"486194","occ","","","48661","Phoca n. sp. melitensis","species","68335","recombined as","Squalodon melitensis","species","68335","Chattian","Langhian","28.1","13.82","12099"
"486195","occ","","","48662","Rhizoprion n. sp. bariensis","species","63727","recombined as","Squalodon bariensis","species","63727","Burdigalian","","20.44","15.97","12988"
"486196","occ","","","47425","Arionius n. sp. servatus","species","68339","recombined as","Squalodon servatus","species","68339","Burdigalian","","20.44","15.97","13941"
"486197","occ","","","47425","Delphinus n. sp. molassicus","species","68346","recombined as","Squalodon molassicus","species","68346","Burdigalian","","20.44","15.97","20407"
"486198","occ","","","48663","Squalodon n. sp. zitteli","species","68353","subjective synonym of","Squalodon bariensis","species","63727","Middle Miocene","","15.97","11.608","6031"
"487305","occ","","","18506","Squalodon n. sp. crassus","species","65161","nomen dubium","Odontoceti","suborder","42937","Miocene","","23.03","5.333","946"
"487306","occ","","","18506","Dinoziphius n. sp. carolinensis","species","65163","nomen dubium","Odontoceti","suborder","42937","Miocene","","23.03","5.333","12124"
"487310","occ","","","45506","Delphinodon dividum","species","68939","","Delphinodon dividum","species","68939","Langhian","","15.97","13.82","13044"
"487312","occ","","","48883","Delphinodon dividum","species","68939","","Delphinodon dividum","species","68939","Langhian","","15.97","13.82","13046"
"487314","occ","","","48885","Balaenidae indet.","family","42978","","Balaenidae","family","42978","Zanclean","","5.333","3.6","13048"
"487316","occ","","","48886","Tursiops sp.","genus","36865","","Tursiops","genus","36865","Late Pleistocene","","0.126","0.0117","13049"
"487317","occ","","","48887","Squalodon tiedemani","species","68351","","Squalodon tiedemani","species","68351","Serravallian","","13.82","11.62","13050"
"488659","occ","","","47425","Scaldicetus cf. grandis","species","64646","","Scaldicetus grandis","species","64626","Burdigalian","","20.44","15.97","13125"
"488660","occ","","","47425","Physeterula ? dubusii","species","64464","corrected to","Physeterula dubusi","species","64464","Burdigalian","","20.44","15.97","13125"
"488661","occ","","","47425","Acrodelphis sp.","genus","36653","nomen dubium","Odontoceti","suborder","42937","Burdigalian","","20.44","15.97","13125"
"488663","occ","","","47425","Squalodelphis cf. fabianii","species","64078","","Squalodelphis fabianii","species","64078","Burdigalian","","20.44","15.97","13125"
"488664","occ","","","47425","Orycterocetus ? sp.","genus","36788","","Orycterocetus","genus","36788","Burdigalian","","20.44","15.97","13125"
"488666","occ","","","47425","Eurhinodelphinidae indet.","family","53264","","Eurhinodelphinidae","family","63595","Burdigalian","","20.44","15.97","13125"
"488667","occ","","","47425","Schizodelphis sp.","genus","36848","","Schizodelphis","genus","36848","Burdigalian","","20.44","15.97","13125"
"488668","occ","","","47425","Monodontidae ? indet.","family","42963","","Monodontidae","family","42963","Burdigalian","","20.44","15.97","13125"
"488669","occ","","","47425","Delphinidae indet.","family","42953","","Delphinidae","family","42953","Burdigalian","","20.44","15.97","13125"
"488675","occ","","","49101","Scaldicetus sp.","genus","36900","","Scaldicetus","genus","36900","Burdigalian","","20.44","15.97","13125"
"488676","occ","","","49102","Squalodontidae indet.","family","42939","","Squalodontidae","family","42939","MN 4","","16.9","15.97","13125"
"489923","occ","13519","","49395","Eosqualodon n. sp. latirostris","species","90871","","Eosqualodon latirostris","species","90634","Chattian","","28.1","23.03","13196"
"489924","occ","","","47623","Schizodelphis n. sp. yablokovi","species","63696","subjective synonym of","Eoplatanista gresalensis","species","63693","Aquitanian","","23.03","20.44","13196"
"489925","occ","","","48656","Iniidae indet.","family","53142","","Iniidae","family","93947","Serravallian","","13.82","11.62","13196"
"489926","occ","","","49396","Squalodon dalpiazi","species","53166","","Squalodon dalpiazi","species","53166","Burdigalian","","20.44","15.97","13196"
"489927","occ","","","49396","Neosqualodon assenzae","species","63423","","Neosqualodon assenzae","species","63423","Burdigalian","","20.44","15.97","13196"
"489928","occ","","","49396","Neosqualodon gastaldii","species","68326","","Neosqualodon gastaldii","species","68324","Burdigalian","","20.44","15.97","13196"
"489929","occ","","","49397","Neosqualodon gastaldii","species","68326","","Neosqualodon gastaldii","species","68324","Langhian","","15.97","13.82","13196"
"489930","occ","","","49398","Neosqualodon ? gastaldii","species","68326","","Neosqualodon gastaldii","species","68324","Late Miocene","","11.608","5.333","13196"
"489931","occ","20146","","49399","Mesoplodon ? sp.","genus","36763","","Mesoplodon","genus","36763","Tortonian","","11.62","7.246","13196"
"489932","occ","","","49400","Mesoplodon ? sp.","genus","36763","","Mesoplodon","genus","36763","Tortonian","","11.62","7.246","13196"
"489934","occ","","","49402","Eurhinodelphis sassariensis","species","68038","nomen dubium","Odontoceti","suborder","42937","Middle Miocene","","15.97","11.608","13196"
"489935","occ","","","49403","Eurhinodelphis salentinus","species","69888","nomen dubium","Eurhinodelphinidae","family","63595","Tortonian","","11.62","7.246","13196"
"489938","occ","18135","","49405","n. gen. Titanocetus sammariensis","species","81864","recombined as","Titanocetus sammarinensis","species","67815","Burdigalian","Langhian","20.44","13.82","17793"
"490263","occ","","","49448","Acrodelphidae indet.","family","42962","corrected to","Acrodelphinidae","family","42962","Sarmatian","","12.7","11.608","13225"
"492079","occ","28526","","49669","Eurhinodelphinidae indet.","family","53264","","Eurhinodelphinidae","family","63595","Burdigalian","Langhian","20.44","13.82","46366"
"492080","occ","","","49670","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Burdigalian","Langhian","20.44","13.82","13326"
"492081","occ","","","49670","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Burdigalian","Langhian","20.44","13.82","13326"
"492082","occ","","","49670","Cetotherium sp.","genus","36692","","Cetotherium","genus","36692","Burdigalian","Langhian","20.44","13.82","13326"
"492083","occ","","","49671","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Burdigalian","Langhian","20.44","13.82","13326"
"492084","occ","","","49672","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Burdigalian","Langhian","20.44","13.82","13326"
"492085","occ","","","49672","Cetotherium ? sp.","genus","36692","","Cetotherium","genus","36692","Burdigalian","Langhian","20.44","13.82","13326"
"492086","occ","","","49673","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Burdigalian","Langhian","20.44","13.82","13326"
"492087","occ","","","49673","Delphinidae ? indet.","family","42953","","Delphinidae","family","42953","Burdigalian","Langhian","20.44","13.82","13326"
"492088","occ","","","49674","Odontoceti ? indet.","suborder","42937","","Odontoceti","suborder","42937","Burdigalian","Langhian","20.44","13.82","13326"
"492089","occ","","","49674","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Burdigalian","Langhian","20.44","13.82","13326"
"492090","occ","","","49675","Odontoceti ? indet.","suborder","42937","","Odontoceti","suborder","42937","Burdigalian","Langhian","20.44","13.82","13326"
"492091","occ","","","49676","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Burdigalian","Langhian","20.44","13.82","13326"
"492092","occ","","","49676","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Burdigalian","Langhian","20.44","13.82","13326"
"492093","occ","","","49676","Cetacea ? indet.","order","36652","","Cetacea","order","36652","Burdigalian","Langhian","20.44","13.82","13326"
"492094","occ","","","49677","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Burdigalian","Langhian","20.44","13.82","13326"
"492095","occ","","","49678","Cetotherium ? sp.","genus","36692","","Cetotherium","genus","36692","Burdigalian","Langhian","20.44","13.82","13326"
"492096","occ","","","49679","Mysticeti ? indet.","suborder","42971","","Mysticeti","suborder","42971","Burdigalian","Langhian","20.44","13.82","13326"
"492097","occ","","","49680","Cetotherium sp.","genus","36692","","Cetotherium","genus","36692","Burdigalian","Langhian","20.44","13.82","13326"
"492102","occ","","","48656","Kogiinae indet.","subfamily","53138","","Kogiinae","subfamily","53138","Serravallian","","13.82","11.62","13328"
"492107","occ","","","49684","n. gen. Leptodelphis n. sp. stavropolitanus","species","63887","","Leptodelphis stavropolitanus","species","63887","Sarmatian","","12.7","11.608","12301"
"492108","occ","","","47620","Schizodelphis ? sp.","genus","36848","","Schizodelphis","genus","36848","Serravallian","","13.82","11.62","13329"
"492110","occ","","","49685","Cetotherium maicopicum","species","65617","invalid subgroup of","Chaeomysticeti","infraorder","53254","Serravallian","","13.82","11.62","13329"
"492111","occ","","","49686","n. gen. Otradnocetus n. sp. viridovi","species","103411","obsolete variant of","Otradnocetus virodovi","species","63929","Middle Miocene","","15.97","11.608","24582"
"492115","occ","","","49688","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Pliocene","","5.333","2.588","13332"
"492116","occ","","","47428","Tursiops sp.","genus","36865","","Tursiops","genus","36865","Piacenzian","","3.6","2.588","26039"
"492117","occ","13268","","47428","Hemisyntrachelus n. sp. pisanus","species","63828","subjective synonym of","Hemisyntrachelus cortesii","species","64535","Piacenzian","","3.6","2.588","12278"
"492118","occ","","","47428","Delphinidae indet.","family","42953","","Delphinidae","family","42953","Piacenzian","","3.6","2.588","13332"
"492119","occ","13837","","47428","Stenella giulii","species","63825","recombined as","Etruridelphis giulii","species","63824","Piacenzian","","3.6","2.588","15089"
"492120","occ","","","47428","Steno sp.","genus","36855","","Steno","genus","36855","Piacenzian","","3.6","2.588","26039"
"492121","occ","15697","","47428","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Piacenzian","","3.6","2.588","12845"
"492122","occ","","","47428","Steno bellardii","species","66754","subjective synonym of","Etruridelphis giulii","species","63824","Piacenzian","","3.6","2.588","13332"
"492123","occ","","","47428","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Piacenzian","","3.6","2.588","13332"
"492124","occ","","","47428","Mesocetus sp.","genus","36762","","Mesocetus","genus","36762","Piacenzian","","3.6","2.588","13332"
"492125","occ","","","47428","Balaenoptera ? sp.","genus","36678","","Balaenoptera","genus","36678","Piacenzian","","3.6","2.588","13332"
"492126","occ","","","47428","Balaenotus insignis","species","64447","","Balaenotus insignis","species","64447","Piacenzian","","3.6","2.588","13332"
"492127","occ","","","47428","Balaenotus cf. insignis","species","64447","","Balaenotus insignis","species","64447","Piacenzian","","3.6","2.588","13332"
"492128","occ","","","47428","Balaenotus sp.","genus","36679","nomen nudum","Balaenidae","family","42978","Piacenzian","","3.6","2.588","13332"
"492129","occ","","","47428","Balaenotus n. sp. orcianensis","species","65618","","Balaenotus orcianensis","species","65618","Piacenzian","","3.6","2.588","13332"
"492130","occ","","","47428","Balaenula montalionis","species","95854","recombined as","Balaena montalionis","species","68458","Piacenzian","","3.6","2.588","13332"
"492131","occ","","","47428","Balaenidae ? indet.","family","42978","","Balaenidae","family","42978","Piacenzian","","3.6","2.588","13332"
"492132","occ","","","47428","Balaena sp.","genus","36676","","Balaena","genus","36676","Piacenzian","","3.6","2.588","13332"
"492133","occ","","","49688","Steno sp.","genus","36855","","Steno","genus","36855","Pliocene","","5.333","2.588","13332"
"492134","occ","","","49688","Delphinidae indet.","family","42953","","Delphinidae","family","42953","Pliocene","","5.333","2.588","13332"
"492135","occ","","","49688","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Pliocene","","5.333","2.588","13332"
"492136","occ","","","48652","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Piacenzian","","3.6","2.588","13332"
"492137","occ","","","48652","Globicephala n. sp. etruriae","species","63831","","Globicephala etruriae","species","63831","Piacenzian","","3.6","2.588","13332"
"492140","occ","13831","","48652","Kogia pusilla","species","68219","","Kogia pusilla","species","65620","Piacenzian","","3.6","2.588","15063"
"492141","occ","","","48652","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Piacenzian","","3.6","2.588","13332"
"492142","occ","","","48652","Physeter cf. macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Piacenzian","","3.6","2.588","13332"
"492143","occ","","","49690","Tursiops ? sp.","genus","36865","","Tursiops","genus","36865","Pliocene","","5.333","2.588","13332"
"493317","occ","","","47125","Squalodon scillae","species","69712","subjective synonym of","Squalodon melitensis","species","68335","Burdigalian","Messinian","20.44","5.333","13389"
"493318","occ","","","47125","n. gen. Physodon n. sp. leccense","species","64582","nomen dubium","Hoplocetinae","subfamily","63533","Burdigalian","Messinian","20.44","5.333","13389"
"493541","occ","","","47425","Delphinus n. sp. canaliculatus","species","63731","subjective synonym of","Schizodelphis sulcatus","species","63687","Burdigalian","","20.44","15.97","28565"
"493613","occ","27386","","49885","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","38","33.9","42488"
"493622","occ","15700","","5387","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Bartonian","","41.3","38","42488"
"493647","occ","","","49895","Heterocetus n. sp. guiscardii","species","67814","nomen dubium","Balaenopteroidea","unranked clade","63410","Zanclean","","5.333","3.6","13406"
"493906","occ","","","49924","Zeuglodon isis","species","62984","recombined as","Basilosaurus isis","species","62984","Priabonian","","38","33.9","6026"
"494045","occ","18387","","13449","Cetacea indet.","order","36652","","Cetacea","order","36652","Miocene","","23.03","5.333","12845"
"494057","occ","","","49945","Cynorca proterva","species","45510","recombined as","Squalodon protervus","species","45510","Langhian","","15.97","13.82","13413"
"494405","occ","","","47125","Eurhinodelphis cristatus","species","67734","recombined as","Xiphiacetus cristatus","species","64644","Burdigalian","Messinian","20.44","5.333","13419"
"494406","occ","","","47125","Eurhinodelphis sp.","genus","36717","","Eurhinodelphis","genus","36717","Burdigalian","Messinian","20.44","5.333","13419"
"494408","occ","","","47125","Schizodelphis longirostris","species","69894","recombined as","Eurhinodelphis longirostris","species","69732","Burdigalian","Messinian","20.44","5.333","13419"
"494409","occ","","","47125","Lamprolithax sp.","genus","36747","","Lamprolithax","genus","36747","Burdigalian","Messinian","20.44","5.333","13419"
"494412","occ","","","47125","Kentriodontidae indet.","family","42938","","Kentriodontidae","family","42938","Burdigalian","Messinian","20.44","5.333","13419"
"494413","occ","","","47125","Orycterocetus sp.","genus","36788","","Orycterocetus","genus","36788","Burdigalian","Messinian","20.44","5.333","13419"
"494414","occ","","","47125","Scaldicetus mortezelensis","species","69617","recombined as","Eudelphis mortezelensis","species","64624","Burdigalian","Messinian","20.44","5.333","13419"
"494416","occ","","","47125","Hoplocetinae indet.","subfamily","63533","","Hoplocetinae","subfamily","63533","Burdigalian","Messinian","20.44","5.333","13419"
"494417","occ","","","47125","Notocetus sp.","genus","36783","","Notocetus","genus","36783","Burdigalian","Messinian","20.44","5.333","13419"
"494418","occ","","","47125","Messapicetus longirostris","species","62947","","Messapicetus longirostris","species","62947","Burdigalian","Messinian","20.44","5.333","13419"
"494419","occ","","","47125","Argyrocetus sp.","genus","36668","","Argyrocetus","genus","36668","Burdigalian","Messinian","20.44","5.333","13419"
"494504","occ","","","47465","Probalaena sp.","genus","64884","nomen dubium","Mysticeti","suborder","42971","Late Miocene","Late Pliocene","11.608","2.588","12326"
"494510","occ","","","47465","Cetotherium n. sp. brevifrons","species","70452","recombined as","Heterocetus brevifrons","species","70452","Late Miocene","Late Pliocene","11.608","2.588","12326"
"494531","occ","","","49982","n. gen. Mesoteras n. sp. kerrianus","species","64435","nomen vanum","Mysticeti","suborder","42971","Zanclean","","5.333","3.6","13420"
"494532","occ","","","49983","Eschrichtius n. sp. polyporus","species","65763","recombined as","Cetotherium polyporum","species","65763","Pliocene","","5.333","2.588","13420"
"496010","occ","","","50068","Delphinidae indet.","family","42953","","Delphinidae","family","42953","Zanclean","","5.333","3.6","13448"
"496011","occ","","","50068","Phocoenidae indet.","family","53269","","Phocoenidae","family","102804","Zanclean","","5.333","3.6","13448"
"496012","occ","","","50068","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Zanclean","","5.333","3.6","13448"
"496013","occ","","","50068","Scaldicetus cf. grandis","species","64646","","Scaldicetus grandis","species","64626","Zanclean","","5.333","3.6","13448"
"496014","occ","","","50068","Nannocetus sp.","genus","36778","","Nannocetus","genus","36778","Zanclean","","5.333","3.6","13448"
"496015","occ","","","50068","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Zanclean","","5.333","3.6","13448"
"496036","occ","","","50069","Nannocetus sp.","genus","36778","","Nannocetus","genus","36778","Zanclean","","5.333","3.6","13448"
"496042","occ","13168","","50070","Prosqualodontidae indet.","family","63226","","Prosqualodontidae","family","63226","Chattian","","28.1","23.03","13672"
"496043","occ","13164","","46166","cf. Mammalodon colliveri","species","63222","","Mammalodon colliveri","species","63222","Chattian","","28.1","23.03","13672"
"498212","occ","","","50343","cf. Steno sp.","genus","36855","","Steno","genus","36855","Zanclean","","5.333","3.6","13520"
"498213","occ","","","50343","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Zanclean","","5.333","3.6","13520"
"498214","occ","13039","","50344","Cetacea indet.","order","36652","","Cetacea","order","36652","Rupelian","","33.9","28.1","12845"
"498245","occ","","","50345","Balaenula n. sp. astensis","species","65855","","Balaenula astensis","species","65855","Zanclean","Piacenzian","5.333","2.588","13522"
"501844","occ","","","50944","Squalodon sp.","genus","36852","","Squalodon","genus","36852","Aquitanian","Burdigalian","23.03","15.97","13605"
"501846","occ","","","18587","Ixacanthus coelospondylus","species","63651","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","13605"
"501847","occ","","","18587","Delphinapterus hawkinsii","species","63662","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","13605"
"501848","occ","","","18587","Tretosphys n. sp. grandaevus","species","63988","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12192"
"501849","occ","","","18587","Delphinapterus lacertosus","species","63660","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","13605"
"501875","occ","","","50990","Balaenoptera sp.","genus","36678","","Balaenoptera","genus","36678","Calabrian","","1.806","0.781","13611"
"502010","occ","","","51002","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","MN 5","","15.97","13.65","13612"
"502024","occ","13154","","51003","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502025","occ","","","51004","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502027","occ","","","51005","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502028","occ","","","51006","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502029","occ","","","51007","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502030","occ","","","51009","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502036","occ","","","51010","Beluga vermontana","species","104314","subjective synonym of","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","37229"
"502037","occ","","","51011","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","24722"
"502038","occ","","","51012","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13620"
"502039","occ","","","51014","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502044","occ","","","51015","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502045","occ","","","51017","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502050","occ","","","51018","Phocoena phocoena","species","63544","","Phocoena phocoena","species","63543","Late Pleistocene","","0.126","0.0117","13616"
