"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=canis"
"Access Time","Thu 2017-02-02 20:44:42 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","canis"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.00192"
"Records Found","724"
"Records Returned","724"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"213605","occ","","","21856","Canis aureus","species","104156","","Canis aureus","species","104156","Pleistocene","Holocene","2.588","0","5211"
"213635","occ","","","21857","Canis aureus","species","104156","","Canis aureus","species","104156","Pleistocene","Holocene","2.588","0","5212"
"213641","occ","","","21857","Canis anthus","species","233548","","Canis anthus","species","233548","Pleistocene","Holocene","2.588","0","5212"
"213653","occ","","","21859","Canis sp.","genus","41198","","Canis","genus","41198","Pleistocene","Holocene","2.588","0","5212"
"213661","occ","","","21859","Canis aureus","species","104156","","Canis aureus","species","104156","Pleistocene","Holocene","2.588","0","5212"
"213669","occ","","","21859","Canis anthus","species","233548","","Canis anthus","species","233548","Pleistocene","Holocene","2.588","0","5212"
"213744","occ","","","21886","Canis aureus","species","104156","","Canis aureus","species","104156","Pleistocene","","2.588","0.0117","5209"
"213948","occ","","","21907","Canis aureus","species","104156","","Canis aureus","species","104156","Holocene","","0.0117","0","5221"
"213985","occ","","","21914","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","5213"
"214024","occ","","","21920","Canis sp.","genus","41198","","Canis","genus","41198","Pleistocene","","2.588","0.0117","5213"
"214181","occ","","","21953","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","5252"
"214225","occ","","","21961","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Calabrian","","1.806","0.781","5261"
"216895","occ","","","22074","Canis sp.","genus","41198","","Canis","genus","41198","Pleistocene","Holocene","2.588","0","5325"
"217610","occ","","","22220","cf. Canis sp.","genus","41198","","Canis","genus","41198","Miocene","Pliocene","23.03","2.588","5438"
"217674","occ","","","22221","aff. Canis brevirostris","species","41198","species not entered","Canis","genus","41198","Zanclean","","5.333","3.6","5391"
"218780","occ","","","22340","cf. Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Late Pliocene","","3.6","2.588","4932"
"219129","occ","","","22489","Canis aureus","species","104156","","Canis aureus","species","104156","Pleistocene","","2.588","0.0117","5619"
"219376","occ","","","22513","Canis sp.","genus","41198","","Canis","genus","41198","Pleistocene","","2.588","0.0117","5225"
"219803","occ","","","22596","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Gelasian","","2.588","1.806","5276"
"219873","occ","","","22628","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Early Pleistocene","","2.588","0.781","5653"
"220361","occ","","","21862","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","5216"
"220373","occ","","","21866","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","5218"
"220429","occ","","","21871","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","5220"
"220484","occ","","","21877","Canis aureus","species","104156","","Canis aureus","species","104156","Pleistocene","","2.588","0.0117","5221"
"220517","occ","","","21883","Canis lupes","species","41198","species not entered","Canis","genus","41198","Pleistocene","Holocene","2.588","0","5221"
"220528","occ","","","21894","Canis familiaris","species","104153","","Canis familiaris","species","104153","Holocene","","0.0117","0","5210"
"220617","occ","","","21897","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Holocene","","0.0117","0","5214"
"220656","occ","","","21911","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","5213"
"220672","occ","","","21912","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","5214"
"220690","occ","","","21915","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","5214"
"220707","occ","","","21916","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","5235"
"220761","occ","","","21918","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Holocene","","0.0117","0","5234"
"220800","occ","","","21931","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","5241"
"220871","occ","","","21946","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","5214"
"220896","occ","","","21948","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","Holocene","2.588","0","5246"
"220973","occ","","","21950","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","Holocene","2.588","0","5249"
"221007","occ","","","21951","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","Holocene","2.588","0","5250"
"221048","occ","","","21954","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","5232"
"221315","occ","","","21276","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Middle Pleistocene","Late Pleistocene","0.781","0.0117","4430"
"221316","occ","","","21276","Canis adustus","species","232942","","Canis adustus","species","232942","Middle Pleistocene","Late Pleistocene","0.781","0.0117","4430"
"221317","occ","","","21276","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","Late Pleistocene","0.781","0.0117","4430"
"221353","occ","","","21277","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Middle Pleistocene","Late Pleistocene","0.781","0.0117","4430"
"221354","occ","","","21277","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","Late Pleistocene","0.781","0.0117","4430"
"221548","occ","","","21296","Canis cf. mesomelas","species","232943","","Canis mesomelas","species","232943","Calabrian","","1.806","0.781","4454"
"221577","occ","","","21302","Canis cf. mesomelas","species","232943","","Canis mesomelas","species","232943","Gelasian","","2.588","1.806","4454"
"224495","occ","","","21791","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pliocene","Calabrian","5.333","0.781","4867"
"224530","occ","","","21791","Canis brevirostris","species","41198","species not entered","Canis","genus","41198","Pliocene","Calabrian","5.333","0.781","4867"
"224975","occ","","","21822","Canis cf. terblanchei","species","41198","species not entered","Canis","genus","41198","Calabrian","","1.806","0.781","4867"
"225019","occ","","","21824","Canis cf. mesomelas","species","232943","","Canis mesomelas","species","232943","Early Pleistocene","","2.588","0.781","4896"
"225040","occ","","","21824","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Early Pleistocene","","2.588","0.781","4896"
"225084","occ","","","21825","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","4892"
"225106","occ","","","21825","Canis cf. mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","4892"
"225172","occ","","","21826","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pliocene","Pleistocene","5.333","0.0117","4868"
"225190","occ","","","21827","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pliocene","","5.333","2.588","4895"
"225238","occ","","","21828","Canis cf. mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","4888"
"225303","occ","","","21829","Canis cf. mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","4895"
"225604","occ","","","21865","Canis aureus","species","104156","","Canis aureus","species","104156","Pleistocene","Holocene","2.588","0","5217"
"225624","occ","","","21884","Canis lupes","species","41198","species not entered","Canis","genus","41198","Pleistocene","Holocene","2.588","0","5223"
"225642","occ","","","21902","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","5230"
"225673","occ","","","21903","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","5230"
"225737","occ","","","21921","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","5218"
"225754","occ","","","21922","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","5236"
"225779","occ","","","21924","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","Holocene","2.588","0","5237"
"225845","occ","","","21929","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","5238"
"226004","occ","","","21952","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","Holocene","2.588","0","5251"
"226061","occ","","","21956","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","5255"
"226127","occ","","","21957","Canis lupes","species","41198","species not entered","Canis","genus","41198","Pleistocene","Holocene","2.588","0","5237"
"226130","occ","","","21958","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","5230"
"226177","occ","","","21960","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pliocene","Pleistocene","5.333","0.0117","5260"
"226230","occ","","","21963","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","5266"
"226231","occ","","","21963","Canis adustus","species","232942","","Canis adustus","species","232942","Pleistocene","","2.588","0.0117","5266"
"226232","occ","","","21963","Canis sp.","genus","41198","","Canis","genus","41198","Pleistocene","","2.588","0.0117","5266"
"226787","occ","","","22066","Canis sp.","genus","41198","","Canis","genus","41198","Pleistocene","Holocene","2.588","0","5321"
"227011","occ","","","22073","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","5324"
"227664","occ","","","22229","cf. Canis sp.","genus","41198","","Canis","genus","41198","Miocene","Pliocene","23.03","2.588","5408"
"228015","occ","","","22329","Canis sp.","genus","41198","","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","4884"
"228035","occ","","","22330","Canis sp.","genus","41198","","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","4891"
"228055","occ","","","22332","Canis sp.","genus","41198","","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","5531"
"228087","occ","","","22334","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pliocene","Pleistocene","5.333","0.0117","4885"
"228132","occ","","","22334","Canis terblanchei","species","41198","species not entered","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","4885"
"228331","occ","","","22340","Canis cf. adustus","species","232942","","Canis adustus","species","232942","Late Pliocene","","3.6","2.588","4932"
"339251","occ","","","32050","aff. Canis brevirostris","species","41198","species not entered","Canis","genus","41198","Pliocene","","5.333","2.588","4451"
"339309","occ","","","32051","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Early Pleistocene","","2.588","0.781","10211"
"339335","occ","","","32052","Canis aff. aureus","species","104156","","Canis aureus","species","104156","Late Pliocene","","3.6","2.588","5595"
"340885","occ","","","32145","Canis cf. falconeri","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","8655"
"341749","occ","","","32195","Canis sp.","genus","41198","","Canis","genus","41198","Early Pleistocene","","2.588","0.781","8655"
"356210","occ","","","33973","Canis mosbachensis ?","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","8655"
"356272","occ","","","33974","Canis mosbachensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","8655"
"357127","occ","","","33975","Canis mosbachensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","8655"
"357185","occ","","","34009","Canis mosbachensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","8655"
"357217","occ","","","34010","Canis mosbachensis","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","8655"
"358468","occ","11022","","34102","Canis lupus","species","44860","","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","10946"
"358553","occ","11023","","34104","Canis lupus","species","44860","","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","10946"
"358632","occ","","","34105","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","8978"
"360258","occ","","","34127","Canis mosbachensis","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","8650"
"361611","occ","","","22239","cf. Canis sp.","genus","41198","","Canis","genus","41198","Pliocene","","5.333","2.588","8636"
"361746","occ","13597","","34269","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","14678"
"361747","occ","","","34269","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","9009"
"361891","occ","","","34287","Canis aff. adustus","species","232942","","Canis adustus","species","232942","Pleistocene","","2.588","0.0117","9013"
"362182","occ","","","34329","Canis aff. adustus","species","232942","","Canis adustus","species","232942","Pleistocene","","2.588","0.0117","9013"
"362197","occ","","","34330","Canis aff. adustus","species","232942","","Canis adustus","species","232942","Middle Pleistocene","","0.781","0.126","9013"
"362966","occ","","","34382","Aenocyon sp.","genus","43787","subjective synonym of","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","9039"
"363572","occ","","","34444","""Canis"" kuruksaensis","species","41198","species not entered","Canis","genus","41198","Pliocene","","5.333","2.588","9043"
"363597","occ","","","34445","Canis ex gr. etruscus","species","41198","species not entered","Canis","genus","41198","Pliocene","","5.333","2.588","9043"
"363600","occ","","","34446","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9043"
"363611","occ","","","34447","Canis ex gr. etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9043"
"365332","occ","","","34617","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Villanyian","Pleistocene","3.2","0.0117","9135"
"365333","occ","","","34617","Canis arnensis","species","41198","species not entered","Canis","genus","41198","Villanyian","Pleistocene","3.2","0.0117","9135"
"366131","occ","","","34667","Canis sp.","genus","41198","","Canis","genus","41198","Pleistocene","","2.588","0.0117","9176"
"367530","occ","","","34764","Canis sp.","genus","41198","","Canis","genus","41198","Villanyian","Pleistocene","3.2","0.0117","9135"
"367573","occ","","","34766","Canis lupus","species","44860","","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","9135"
"367688","occ","","","34782","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9135"
"367689","occ","","","34782","Canis arnensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9135"
"367690","occ","","","34782","Canis sp.","genus","41198","","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9135"
"367716","occ","","","34783","Canis arnensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9135"
"367723","occ","","","34784","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9135"
"367724","occ","","","34784","Canis arnensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9135"
"367725","occ","","","34784","Canis n. sp. apolloniensis","species","55004","","Canis apolloniensis","species","55004","Early Pleistocene","","2.588","0.781","9136"
"367726","occ","","","34784","Canis (Xenocyon) sp.","subgenus","41198","obsolete variant of","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9135"
"367963","occ","","","34808","Canis lupus","species","44860","","Canis lupus","species","44860","Early Pleistocene","Middle Pleistocene","2.588","0.126","9135"
"368589","occ","","","34872","Canis mosbachensis","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","9345"
"368996","occ","","","34898","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9343"
"368997","occ","","","34898","Canis (Xenocyon) falconeri","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9364"
"369045","occ","","","34911","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9372"
"369171","occ","","","34920","Canis mosbachensis","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","9345"
"369192","occ","","","34925","Canis mosbachensis","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","9345"
"369203","occ","","","34926","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9345"
"369226","occ","","","34927","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9345"
"369252","occ","","","34929","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Villanyian","","3.2","2.588","9381"
"369699","occ","","","34985","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","9390"
"370245","occ","","","35045","Canis cf. spelaeus","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","9309"
"370428","occ","","","35076","Canis aff. etruscus","species","41198","species not entered","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","9424"
"370531","occ","","","35078","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","Middle Pleistocene","2.588","0.126","9469"
"373551","occ","","","35358","Canis aff. arnensis","species","41198","species not entered","Canis","genus","41198","Villanyian","","3.2","2.588","9534"
"374161","occ","","","35369","Canis mosbachensis","species","41198","species not entered","Canis","genus","41198","Villanyian","","3.2","2.588","9534"
"374162","occ","","","35369","Canis lupus","species","44860","","Canis lupus","species","44860","Villanyian","","3.2","2.588","9534"
"374262","occ","","","35371","Canis sp.","genus","41198","","Canis","genus","41198","Villanyian","","3.2","2.588","9534"
"374338","occ","","","35374","Canis sp.","genus","41198","","Canis","genus","41198","Villanyian","","3.2","2.588","9534"
"375048","occ","","","35428","Canis sp.","genus","41198","","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9534"
"375148","occ","","","35431","Canis aff. arnensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9534"
"375514","occ","","","35442","Canis lupus","species","44860","","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","9534"
"375515","occ","","","35442","Canis (Thos ?) sp.","subgenus","41198","obsolete variant of","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9534"
"375632","occ","","","35457","Canis mosbachensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","9534"
"375892","occ","","","35467","Canis cf. mosbachensis","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","9534"
"375995","occ","","","35472","Canis cf. kronstadtensis","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","9534"
"379666","occ","","","35907","Canis lupus","species","44860","","Canis lupus","species","44860","Early Pleistocene","Middle Pleistocene","2.588","0.126","9643"
"380822","occ","","","36134","Canis cf. lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9695"
"381189","occ","","","36206","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"381231","occ","","","22728","Canis lupus","species","44860","","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","9643"
"381395","occ","","","36214","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"381462","occ","","","36219","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"381496","occ","","","36220","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"382410","occ","","","36318","Canis sp.","genus","41198","","Canis","genus","41198","Early Pliocene","","5.333","3.6","9739"
"382411","occ","","","36318","Canis n. sp. multicuspus","species","41198","species not entered","Canis","genus","41198","Early Pliocene","","5.333","3.6","9739"
"382561","occ","","","36373","Canis falconeri","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","9754"
"382572","occ","","","36376","Canis familiaris","species","104153","","Canis familiaris","species","104153","Quaternary","","2.588","0","9756"
"384496","occ","","","36586","Canis yuanmouensis","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","9810"
"387459","occ","","","37024","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","9913"
"387460","occ","","","37024","Canis (Xenocyon) falconeri","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","9913"
"387487","occ","","","37026","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","9913"
"395161","occ","","","22491","Canis sp.","genus","41198","","Canis","genus","41198","Gelasian","Calabrian","2.588","0.781","9955"
"398243","occ","","","13066","Canis cf. lupus","species","44860","","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","10274"
"407962","occ","","","11803","Canis cf. lupaster","species","41198","species not entered","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","10604"
"407997","occ","","","39252","Canis cf. lupaster","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","10604"
"408440","occ","","","39314","Canis lupus","species","44860","","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","10617"
"408441","occ","","","39314","Canis aff. aureus","species","104156","","Canis aureus","species","104156","Pleistocene","","2.588","0.0117","10617"
"408500","occ","","","39321","Canis sp.","genus","41198","","Canis","genus","41198","Early Pleistocene","","2.588","0.781","10617"
"408555","occ","","","39322","Canis sp.","genus","41198","","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","10617"
"409292","occ","11026","","39409","Canis cf. senezensis","species","41198","species not entered","Canis","genus","41198","Pliocene","","5.333","2.588","10647"
"409300","occ","","","39410","Canis cf. senezensis","species","41198","species not entered","Canis","genus","41198","Pliocene","","5.333","2.588","10647"
"412079","occ","","","39847","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","10805"
"412082","occ","","","39848","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","10805"
"412418","occ","","","39882","Canis aff. etruscus","species","41198","species not entered","Canis","genus","41198","Pliocene","","5.333","2.588","10818"
"414551","occ","","","40113","Canis sp.","genus","41198","","Canis","genus","41198","Pliocene","","5.333","2.588","10873"
"415526","occ","","","40266","Canis variabilis","species","44887","subjective synonym of","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","10889"
"416592","occ","","","40392","Canis sp.","genus","41198","","Canis","genus","41198","Pliocene","","5.333","2.588","10898"
"416628","occ","","","40394","Canis sp.","genus","41198","","Canis","genus","41198","Ruscinian","","5.333","3.2","10898"
"416649","occ","10825","","40398","Canis tengisii","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","10904"
"417541","occ","","","40497","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10916"
"417579","occ","","","40500","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","10917"
"418305","occ","","","36112","Canis cf. falconeri","species","41198","species not entered","Canis","genus","41198","MN 17","","2.588","1.806","10948"
"418337","occ","","","34434","Canis cf. etruscus","species","41198","species not entered","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","10946"
"418923","occ","","","34395","Canis sp.","genus","41198","","Canis","genus","41198","Pliocene","","5.333","2.588","10946"
"418960","occ","","","40695","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","10958"
"419657","occ","","","35339","Canis cipio","species","41198","species not entered","Canis","genus","41198","Turolian","","8.7","5.333","11002"
"419944","occ","","","39845","Canis cf. falconeri","species","41198","species not entered","Canis","genus","41198","Pliocene","","5.333","2.588","11025"
"420015","occ","11528","","40808","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"421638","occ","","","40997","Canis arnensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11051"
"421639","occ","","","40997","Canis falconeri","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11051"
"421679","occ","","","41003","Canis falconeri","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11051"
"421686","occ","","","41004","Canis arnensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11051"
"421699","occ","","","41006","Canis arnensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11051"
"421700","occ","","","41006","Canis falconeri","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11051"
"439011","occ","","","42866","Canis aureus","species","104156","","Canis aureus","species","104156","Middle Pleistocene","","0.781","0.126","11378"
"439012","occ","","","42866","Canis n. sp. sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11378"
"439046","occ","","","42241","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11379"
"440026","occ","","","43008","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11397"
"440029","occ","","","43008","Canis aureus ?","species","104156","","Canis aureus","species","104156","Middle Pleistocene","","0.781","0.126","11397"
"440122","occ","11233","","43016","Canis cf. mosbachensis","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11400"
"442548","occ","","","43617","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11457"
"442555","occ","","","43618","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11457"
"442574","occ","","","43619","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457"
"442635","occ","","","43629","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457"
"442664","occ","","","43630","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457"
"442682","occ","","","43631","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457"
"442712","occ","","","43632","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457"
"442908","occ","","","43644","Canis lupus","species","44860","","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","11465"
"443122","occ","","","43645","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11465"
"443152","occ","","","43649","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443153","occ","","","43649","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11465"
"443180","occ","","","43650","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443190","occ","","","43651","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443238","occ","","","43653","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443239","occ","","","43653","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11465"
"443254","occ","","","43654","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443315","occ","","","43656","Canis lupus","species","44860","","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","11465"
"443316","occ","","","43656","Canis sp.","genus","41198","","Canis","genus","41198","Pleistocene","","2.588","0.0117","11465"
"443339","occ","","","43657","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11465"
"443400","occ","","","43664","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443401","occ","","","43664","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11465"
"443449","occ","","","43666","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11465"
